refer to A as B,AをBと呼ぶ、AをBと言及する（動）
release A,（新製品など）Aを発売する（動）
rest of A,Aの残り部分（名）
retirement,退職、引退（名）
run for A,（官職）Aに立候補する（動）
some,約、およそ（副）
specific,具体的な（形）
spend A doing,Aをdoingに費やす（動）
admit,...を肯定する
associate A with B,AからBを連想する
be about to do,(間もなく)...するところである
be concerned with,...に関心がある
be confident about,...できると確信している
behind the scenes,裏で、ひそかに
bureaucrat,官僚
career,経歴、職業
commit,...(犯罪・過失)を犯す
confidence,自信、確信
confidential,内密の、機密の
conservative,保守的な
contradict,...と矛盾する、...(人)の意見を否定する
dare to do,(否定文で)思い切って...する
deny,...を否定する
deny doing,...したことはないと言う
dignity,尊厳、気高さ
diminish,弱める、小さくする
dominant,支配的な
employer,雇用主
enhance,...(質、価値など)を高める
entertain,...をもてなす、接待する、楽しませる
exclusive,排他的な、高級な、独占的な
executive,役員、取締役
exert,...(権力など)を行使する
exploit,...(人など)から搾取する
fate,運命
fire,...を解雇する、発砲する
flatly,きっぱりと
for fear of,...を恐れて
hypocrisy,偽善
in return for,お返しとして、見返りとして
influence,影響(力)
investigation,調査
kill oneself,自殺する
leak,...(情報など)をもらす
living costs,生活費
living standard,生活水準
make a comment,コメントする、見解を述べる
might as well do A as do B,BするくらいならAするほうがましだ
party,党、政党
poison,毒
politician,政治家
primarily,第一に、何よりもまず
promising,前途有望な
pull string,糸を引く、操る
reconcile,...を和解させる、調和させる
reconcile oneself to,...を仕方なく受け入れる
refuse,(きっぱりと)断る
retain,...を維持する
sacrifice,...を犠牲にする、犠牲
scene,景色、現場
secretary,秘書
spokesperson,報道担当者
string,紐、弦楽器
suicide,自殺
swallow,...(食べ物などを)飲みこむ
tend to do,...する傾向がある
think better of,(考え直して)...しないことにする
under investigation,調査中の
a pile of A,たくさんのA（形）
accept A,Aを受け取る（動）
addict,中毒者、常用者（名）
all but,ほとんど（副）
arrest A,Aを逮捕する（動）
aspect,(問題などを構成する)側面（名）
author,作家、著者（名）
be in charge of A,Aの担当責任者である（動）
be involved in A,Aに巻き込まれる、Aにかかわる（動）
be second to none,誰[何]にも劣らない[負けない]（動）
be sensitive to A,Aに敏感である（動）
bribe,賄賂（名）
by and large,概して（副）
come to light,明るみに出る（動）
conscience,良心（名）
consider A,Aをよく検討する（動）
corruption,汚職、不正(行為)、贈賄(ぞうわい)、 収賄（名）
cover ... up,…を隠す[隠ぺいする]（動）
criticism,批判、非難（名）
decade,10年間（名）
defense,防衛（名）
detective,探偵、刑事（名）
dismiss A,Aを解雇[解任]する（動）
do not hesitate to do,遠慮なくdoする（動）
document,書類（名）
drug,麻薬（名）
elite,エリート(たち)（名）
evidence,証拠（名）
examine A,Aを(よく)調べる（動）
false,嘘の（形）
fault,責任、欠陥、短所（名）
find ... out,…を見つけ出す、…を発見する（動）
find fault with A,Aの過ちを指摘する、Aに文句をつける（動）
flaw,欠陥、問題個所（名）
for the first time,初めて（副）
fraud,詐欺(行為)（名）
haunt A,Aの心[脳裏]に付きまとう、Aの脳裏を去らない ★通例受身で用いる（動）
hesitate,ためらう（動）
illegal,違法な（形）
intrude on A,Aを侵害する（動）
involve A,A(人)を巻き込む（動）
linger on,まだ続いている[残っている]（動）
manuscript,原稿（名）
nevertheless,それでもやはり（副）
nightmare,悪夢（名）
numerous,(非常に)多くの（形）
official,役人、公務員（名）
on the spot,その場で、直ちに（副）
on the whole,概して（副）
over and over again,何度も(何度も)繰り返して（副）
pang of A,Aの苦しみ[苦痛]（名）
pile,うずたかく積まれたもの（名）
program,計画（名）
project,計画、事業（名）
prove A,Aを説明[立証]する、Aであるとわかる（動）
relevant,関連性のある（形）
reputation,(世間の)評判（名）
reveal A,Aを明かす[示す]（動）
revise A,Aを改定する、Aに修正を加える（動）
ruin A,Aを失墜させる（動）
rumor,噂（名）
scheme,企み、陰謀、計画、案（名）
senior,上級(の)（形）
sensitive,敏感な（形）
skepticism,疑い（名）
sufficient,十分な（形）
suspect A,Aを疑う、Aに容疑をかける
suspect A of B,A(人)にBの容疑をかける（動）
tabloid,タブロイド紙、大衆ゴシップ紙（名）
take ... down,…を書き取る（動）
testimony,証言（名）
to my knowledge,私の知る限りでは（副）
transaction,商取引（名）
trial,裁判、審理（名）
truth,真実（名）
vague,曖昧な、漠然とした（形）
vivid,鮮明な（形）
way out,逃れる道[方法]（名）
when it comes to A,Aのこととなると（定）
word for word,一言一句たがわずに（副）
adopt,(方法など)を採用する、養子にする
ally,同盟国
appeal to,…(理性、人の心など)に訴える
armed,武装した
armed forces,全軍
as a last resort,最後の手段として
be bound to do,きっと…する、…する義務がある
be bound up with,…と密接に関係がある
be reluctant to do,…することに気が進まない
break out,(戦争、伝染病などが突然)発生する
call...in,(専門家など)を呼ぶ、助けに来てもらう
captive,捕虜
captivity,監禁状態
capture,…を捕らえる
circumstances,(周囲の)状況
citizenship,市民権、国籍
civil,市民の、礼儀をわきまえた
civil war,内戦、内乱
collapse,崩壊する、卒倒する
colony,植民地
command,命令、指揮
condemn,…を厳しく非難する
confine A to B,AをBに閉じ込める
declare,…を宣言する、…と断言する
deprive A of B,AからBを奪う、剥奪する
enemy,敵、敵軍
engage,…を引き込む、かかわらせる
engage in,…(活動など)にかかわる
entire,すべての、まる
flexible,(考えなどが)柔軟な、融通の利く
for the moment,今のところは
have no choice but to do,…せざるを得ない
hold out,(燃料、抵抗などが)持ちこたえる
hostage,人質
in a moment,すぐに
innocent,罪のない、純粋な、世間知らずの
invasion,侵略、(プライバシーの)侵害
jail,拘置所、刑務所
not ... any longer,これ以上...ない
notoriety,悪名、悪評
notorious,悪名高い
obedient,純情な、素直な
occupy,…を占領する
put ... down,…を下に置く、(暴動などを)鎮圧する、書き留める
reason,理性、分別、理由
rebel,反抗者
rebellion,反乱、暴動
rebellious,反抗的な
regime,(非民主的な)政権
reign,(絶対君主の)支配
reluctantly,いやいや、しぶしぶ
republic,共和国
resolution,決意、決議
resort to,(不本意ながら)…という手段をとる
riot,暴動
rule ... out,…(可能性など)を排除する、ないと断言する
set ... free,…を解放する、自由にする
sooner or later,遅かれ早かれ
succeed in,…に成功する
surrender,降参する
swiftly,素早く
tactic,(個々の)戦術、作戦
territory,領土、領域
terrorism,テロ(行為)
tolerate,…に寛容な態度を取る、我慢する
troop,軍隊
tyranny,専制政治、圧制
ultimately,最終的には
under the circumstances,このような状況下では
violation,違反、侵害
Supreme Court,最高裁判所（名）
abortion,中絶（名）
all...long,…の間ずっと（副）
ambassador,大使（名）
amendment,改正案（名）
appoint A,Aを任命する（動）
ban on A,Aの禁止（令）（名）
be capable of doing,doingできる（動）
be in a A situation,Aな状況（立場）にある（動）
be located,位置する（動）
be to do,doをする予定である（助）
bitter,激しい（形）
broadcast,放送[放映]する（動）
build...up,（徐々に）高まる[増える]（動）
capable,有能な（形）
conflict,衝突、紛争（名）
controversy,論争、議論（名）
cope with A,Aにうまく対処する（動）
court,裁判所（名）
deceased,故人（たち）（形）
dialogue,対話（名）
diplomatic,外交（上）の…（形）
discrimination,差別（名）
diversity,多様性（名）
do away with A,Aを捨てる[廃止する]（動）
endure A,Aに耐える（動）
erect A,Aを建てる（動）
ethnic,民族の（形）
foster A,（関係など）Aを育む（動）
freedom,自由（の状態）（名）
get down on one's knees,膝をついて、膝まずいて（副）
goodwill,親善、友好（名）
help do,doするのに役立つ[貢献する]（動）
honor,名誉、尊敬の念（名）
illusion,幻想（名）
immense,巨大な（形）
immigrant,移民（名）
imperial,帝国の、天皇（皇帝）の（形）
in honor of A,Aに敬意を表して（前）
in my opinion,私の考えでは（副）
international,国際的な（形）
locate A,Aの位置を特定する（動）
long for A,Aを切望する（動）
make an effort,努力する（動）
mental,精神的な（形）
minority,少数派（名）
monument,記念碑（名）
mutual,相互の（形）
mutual understanding,相互理解（名）
needless to say,言うまでもなく（副）
neutral,中立の（形）
no longer,もはや…ない（副）
noble,（行為などが）崇高な、高潔な（形）
nothing but A,Aに過ぎない（定）
oppression,（人種などに対する）抑圧（名）
pain,苦痛（名）
palace,宮殿（名）
patriot,愛国者（名）
permanent,永久の（形）
physical,肉体[身体]の（形）
poverty,貧困（名）
pray,祈りを捧げる（動）
predict A,Aと予測[予言]する（動）
prejudice,偏見（名）
pro-choice,中絶賛成派（形）
protest,抗議する（動）
protest against A,Aに抗議する（動）
put an end to A,Aに終止符を打つ（動）
racial,人種の…（形）
refugee,難民（名）
reject A,Aを拒絶する、Aを却下する（動）
remain A,Aのままでいる（動）
senator,上院議員（名）
simultaneously,同時に（副）
situation,状況、立場（名）
soul,霊、魂（名）
specialist,専門家、評論家（名）
struggle,（苦しみながら）必死に戦う（動）
summit,首脳会談[会議]（名）
supreme,（地位・性質などが）最高の（形）
take A into account,Aを考慮に入れる（動）
talks,会談（名）
tension,（政治的・社会的）緊張（名）
throughout the world,世界中で（副）
What will become of A?,Aはどうなってしまうだろう？（定）
according to A,Aによると（情報源）（前）
administration,政府、政権(名)
affair,諸問題、出来事（名）
alternative,代わりの(形)
approve A,Aを承認する(動)
argue ～,～だと主張する(動)
arise,(問題・困難などが)起る、生じる(動)
at any moment,(嫌なことが)今にも(副)
be in favor of A,A(意見など)を支持する(動)
be indifferent to A,Aに無関心である（動）
be ready to do,(いつでも)doするつもりだ、doする覚悟ができている(動)
budget,予算(案)(名)
congress,(米国の)議会(名)
dispute,論争、紛争(名)
eliminate A,A(不要なもの)を取り除く(動)
expire,(契約・券などが)期限切れになる(動)
federal,連邦政府[国家]の(形)
foreign,外国の（形）
friction,(関係などの)摩擦(名)
impose A,(税・義務など)Aを課す(動)
indifferent,無関心な（形）
legislation,法律(名)
look for A,Aを探す(動)
majority,過半数、大多数(名)
meet A halfway,A(人)と妥協する(動)
narrowly,かろうじて(…する)(副)
once and for all,きっぱりと(副)
overwhelming,(数などが)圧倒的な軽
poll,世論調査(名)
priority,優先事項(名)
relation,(社会生活・外交上の)関係（名）
revenue,(国の)歳入(名)
sanction,制裁(措置)(名)
security,安全の確保[保障](されている状態)(名)
settle A,(問題など)Aを解決する(動)
source,(発生[入手])源(名)
survey,（世論・動向などの）調査（名）
tariff,関税(名)
three in five,5つ[5人]のうち3つ[3人]（形）
trade,貿易(名)
treaty,(国家間の)条約(名)
unfair,不公平な(形)
unless,もし～でなければ、～でない限り(接)
accuse of A,Aを訴える(動)
attempt,試みる、企てる(動)
attempt to do,doしようと試みる=try to do(動)
break into A,Aに不法侵入する(動)
brutal,残虐な(形)
brutal murder,残虐殺人 (名)
catch sight of A,Aをちらっと見かける(動)
clue to A,Aの手がかり、Aのヒント(名)
come up,近づいてくる(動)
cop,警官、刑事(名)
correspond with A,Aに一致する(動)
crime,犯罪(行為)(名)
debate,討論、論争(名)
distinguish,区別する(動)
distinguish A from B,AとBとを区別する(動)
elderly,お年寄りの(形)
fingerprint,指紋(名)
give rise to A,(よくないこと)Aを引き起こす(動)
guilty,有罪の(形)
incident,(人々を不安にさせる)出来事、事件(名)
insane,狂気の、正気ではない(形)
jury,陪審団(名)
kidnapping,誘拐(名)
mercy,慈悲、情状酌量(名)
murder,殺人(名)
noted,有名な、著名な(形)
officer,警官(名)
on duty,職務中の、勤務中の(形)
perceive A,Aに気づく(動)
plead for A,Aを請願する(動)
prison,刑務所(名)
psychologist,心理学者(名)
search,よく調べる(動)
search for A,Aを探す(動)
sentence to A,Aという判決を下す(動)
take A by surprise,A(人)を驚かす(動)
the day before yesterday,一昨日、おととい(副)
thief,泥棒(名)
verdict,評決(名)
vice,悪いこと(名)
virtue,正しいこと(名)
weapon,兵器、凶器(名)
weird,奇妙な(形)
widespread,広範囲にわたる(形)
wilderness,原野(名)
witness A,Aを目撃する(動)
,
A to death,Aの結果死ぬ(副)
Antarctic,南極(地方)(名)
Mediterranean,地中海(名)
aisle,(座席・棚の間の)通路(名)
all of a sudden,突然(副)
ash,灰、燃えかす[通例 -es](名)
at present,現時点で(副)
be aware of A,Aに気づいている(動)
be in A condition,Aな状態[程度]である(動)
become aware of A,Aに気づく(動)
blaze,激しい炎(名)
bomb,爆弾(名)
bound for A,A行きの(電車・飛行機などが)(形)
breathe,呼吸する、息をする(動)
bullet,弾丸(名)
burn down,全焼する(動)
by accident,誤って、過失で(副)
cargo,貨物(名)
cargo vessel,貨物船(名)
catch fire,火が付く(動)
chest,胸部(全体)(名)
condition,状態、程度、条件(名)
critical,危機的な、危篤の(形)
deli,デリ、惣菜屋、デリカテッセン(名)
deliberately,故意に(副)
expedition,探検[調査]旅行(名)
explode,爆発する(動)
firework,花火(名)
freeze,凍る(動)
freeze to death,凍死する(焼死は、be burnt to death）(動)
go off,(爆発物が)爆発する(動)
heap,(乱雑に積み上げられた)山(名)
horror,(体が震えるほどの)恐怖、ホラー(名)
in sight,視界に(入って)(副)
inform A of B,A(人)にBを知らせる(動)
it takes two days to do,doするのに2日間かかる(構)
more than A,Aより多い、A以上の(形)
penetrate A,Aを突き抜ける、Aの奥まで入り込む(動)
put...out,…(火・タバコ)を消す(動)
reckless,無謀な(形)
relief,安堵(名)
remember A,Aを覚えておく、Aを思い出す、Aを覚えている(動)
remember doing,doingを覚えている(過去の記憶）(動)
remember to do,忘れずにdoする(未来志向）(動)
repeat,繰り返す(動)
safety,(体・生命の)安全、無事(名)
scream,悲鳴を上げる(恐怖、興奮などで)(動)
seriously,ひどく(副)
sigh,溜息(名)
sink,沈む(動)
so as to do,doなるように(副)
stare at A,Aをじっと見つめる(動)
take hold of A,Aをつかむ(動)
thirty-story,30階建て(の建物)(名)
trace,跡、形跡(名)
tragedy,悲劇的な出来事(名)
turn...around,振り向く(動)
uncertain,(物が)不確実な(形)
vessel,(大型の)船舶(名)
warehouse,倉庫、貯蔵庫(名)
whether A or B,AなのかそれともBなのか(接)
without a trace,何の痕跡も残さずに(副)
wounded,(武器・凶器で)負傷した(形)
Give me a break,冗談はよしてくれ（定）
Middle Ages,中世（名）
access,到達する方法[入る方法]（名）
acquire A,Aを獲得する（動）
alien,宇宙人（名）
ancestor,先祖（名）
ancient,古代の（形）
anthropologist,人類学者（名）
ape,猿、類人猿（名）
be familiar to A,Aによく知られている（動）
be fluent in A,Aを流ちょうに話す（動）
believe it or not,信じてもらえないかもしれないが（副）
border,国境（名）
bug,虫（名）
bury A,Aを埋める（動）
cast A,[比喩的に] Aを投げる（動）
cast a spell on A,Aに呪文（魔法）をかける(動)
cathedral,大聖堂（名）
cave,洞窟（名）
civilization,文明（名）
cost,出費[負担]する（動）
create A,（作品など）Aを創造する（動）
credit,評価する、信用する、信頼する(動)
credit A with B,B を A(人)の実績として認める[評価する]（動）
custom,習慣（名）
date A,Aに日付を書く（動）
date back to A,（起源が）Aにまでさかのぼる（動）
desert,砂漠（名）
dialect,方言（名）
emerge,（姿が）現れる（動）
evil,とても悪い（形）
exhibition,展覧会（名）
explore A,（場所）Aを探検する（動）
fancy,装飾された（形）
fluent,流ちょうな（形）
frame,枠、額縁（名）
frighten,怯えさせる、ビックリさせる（動）
from generation to generation,代々（副）
generation,同世代の人々（名）
get frightened,怖がる、びっくりする= be～（動）
hand...down,伝える（動）
in search of A,Aを求めて（前）
insight into A,Aに対する洞察、Aに対する深い理解（名）
insist on A,Aを強く主張する（動）
inspire him,彼に意欲を沸かせる（動）
language,言葉（名）
legend,伝説（名）
linguist,言語学者（名）
magnificent,（外観・景観などが）荘厳な、壮大な（形）
masterpiece,（ある芸術家の）傑作（名）
millionaire,大富豪（名）
mount A,Aを載せる[はめ込む]（動）
myth,神話（名）
no matter how ～,たとえどんな[どれだけ]～でも
offer A,Aを提供する[与える]（動）
path,細道、小道（名）
portrait,肖像画[写真]（名）
prevail,広く行われている[よく見られる]（動）
proceed,進む（動）
profound,（意味・教養などが）深い（形）
province,（自治）州（名）
religion,…の宗教、…教（名）
renaissance,ルネッサンス、文芸復興（名）
run away,逃げる（動）
sculpture,彫刻作品（名）
seed,きっかけ、種（名）
several,いくつかの…（形）
sole,唯一の（形）
sow A,Aをまく（動）
spell,呪文、魔法（名）
splendid,すばらしい（形）
steep,傾斜が急な（形）
treasure,宝物（名）
tribe,部族（名）
turn A into B,A を B に変える（動）
upside down,上下逆さまの[に]（形）（副）
vanish,消える（動）
wicked,意地の悪い、悪質な（形）
witch,魔女（名）
worship A,Aを崇拝する（動）
It's none of your business,あなたには関係ないことだ（定）
What's the matter ?,どうかしたの？(定)
acquaintance,知人（名）
all the more,なおさら（副）
ambiguous,曖昧な（形）
anniversary,記念日（名）
at a glance,一目見て(すぐに)（副）
backwards,後ろ前に（副）
be dressed in A,A(服)を着ている（動)
be suitable for A,Aにふさわしい（動）
blush,赤面する（動）
casual,偶然の、気取らない、くだけた（形）
celebrate A,Aを祝う（動）
chat,おしゃべりする（動）
chuckle,くすくす笑う（動）
clothes,衣類、洋服（名）
come from A,Aの出身である、Aから来る（動）
comprehend,理解する（動）
crowd,人込み、群衆（名）
crude,下品な、卑猥な（形）
disguse,変装（名）
drunk,酔っぱらった（形）
embarrassed,どぎまぎした、恥ずかしい（形）
glance,ちらっと目を向けること（名）
hardly,ほとんど…ない（副）
have...on,…を身につけている[着ている]（動）
help yourself to A,Aをご自由にどうぞ（動）
hospitality,おもてなし（名）
imply,ほのめかす（動)
in disguise,変装して（形）（副）
in front of A,Aの正面に（前）
in the meantime,その間に（副）
intimate,とても私的な、親密な（形）
invite to A,Aに招待する（動）
irritate,いらいらさせる（動）
it won't be long before A,Aするまでもうすぐだ(動）
leave me alone,放っておいて、独りにして（動）
look down on A,(人)Aを見下す（動）
loud,(服・色などが)けばけばしい（形）
miserable,惨めな、とても不幸な（形）
occasion,(特別な)行事、イベント（名）
offensive,不快にさせる（形）
outfit,服装、衣装（名）
peculiar,奇妙な、特異な（形）
quite a few,かなり多くの（形)
recognize A,Aが誰[何]だかわかる（動）
reply,返事（名）
rural,地方の（形）
shabby,ぼろぼろの、みすぼらしい（形）
share with A,A(人)に話す、Aと共有する（動）
snack,軽食（名）
stand out,目立つ、際立つ（動）
stay away from him,彼に近づかない動）
suitable,ふさわしい（形）
sweatshirt,トレーナー（名）
tease,からかう（動）
timid,臆病な（形）
too A to do,あまりに A 過ぎるのでdoする事が出来ない(構)
topic,話題（名）
touch,感動させる（動）
A or something,A か何か（名）
After you,お先にどうぞ（定）
How about A ?,Aはいかがですか？（定）
I'm not up for it,そういう気分じゃないよ（定）
See you later,またね（定）
Take care of yourself,じゃあね、体に気をつけてね（定）
You're welcome,どういたしまして（定）
adjust,調節する、調整する（動）
adjust to A,Aに順応する（動）
among,～の中で、～の間に(前)
be good at A,Aが上手だ（動）
be into A,Aにはまっている（趣味など)（動）
belong,受け入れられる場所にいる（動）
card,カード、トランプ札、トランプ（名)
classical,クラシックの…（形）
derive A from B,B から A を引き出す、BからAを得る（動）
extremely,極度に（副）
for a change,気分転換に（副）
for her age,年の割には（副）
go ahead,先へ進む、お先にどうぞ（動）
hear from you,あなたから連絡をもらう（手紙・電話などで）（動）
insect,昆虫（名）
keep to A,Aから離れない[それない]（動）
keep to oneself,自分の殻に閉じこもる（動）
lonely,孤独な（形）
look forward to doing,doingを楽しみにする（動）
make friends,仲良しになる[親しくなる]（動）
mature,大人になった、大人びた、円熟した、熟成した（形）
niece,姪（名）
observe,観察する（動）
on the other hand,しかし一方では（副）
out of place,場違いの、浮いてしまって（形）
pass for A,Aとして通用する（動）
play cards,トランプをする[で遊ぶ]（動）
pleasure,楽しみ（名）
pretty,かなり（副）
say hi to A for me,A(人)によろしく（定）
sincerely,心から（副） 敬具（定）
sociable,社交的な（形）
sophisticated,洗練された（形）
surroundings,環境、状況（名）
take care of A,Aの世話をする（動）
to tell the truth,実を言うと（副）
twenty-something,二十何歳、二十代（名）
uneasy,不安な（形）
utterly,全く（副）
A is worth doing,A はdoingするだけの価値がある（動）
You must be kidding,冗談でしょう（定）
anything goes,何でも受け入れる、何でもあり、こだわりがない（定）
apologize to Lisa,Lisaに謝罪する（動）
as far as A is concerned,A に関しては（副）
as far as ～,～まで、～の限りでは（定）
as soon as possible,できるだけ{すぐ]に（副）
awkward,気まずい、ぎこちない（形）
be asleep,眠っている（動）
be in a good mood,機嫌がいい（動）
be inclined to do,doする傾向がある（動）
be open to A,（批判など）Aを受け入れやすい（動）
be worth A,Aの価値がある（動）
between you and me,ここだけの話だけど（副）
both,双方の、両者の(形)
by contrast,それとは対照的に（副）
calm...down,落ち着く（動）
cautious,用心深い、慎重な（形）
come across Nick,Nickを偶然見つける（動）
come over,そこに行く（動）
comfort Monica,Monicaを慰める（動）
contrast,対比（名）
creep,静かに[忍び足で]歩く（動）
discuss A,Aについて話し合う（動）
divorce him,彼と離婚する（動）
drag her,彼女を無理に引っ張って進む（動）
embrace A,Aを強く抱きしめる（動）
exaggerate,大げさに表現する（動）
get along with Nick,Nickとうまくやっていく（動）
go too far,度を越す（動）
in tears,泣きながら（副）
interest,興味、関心（名）
interpret,解釈する（他動）、通訳する（自動）
interpret A as B,A をBの意味に解釈する（動）
literally,文字通り（副）
make fun of her,彼女をばかにする（動）
make sure that A,Aを確かめる（動）
misunderstanding,誤解（名）
not...any more,もうこれ以上…しない（副）
of importance to A,Aにとって重要な（形）
once in a while,時々（副）
passionately,情熱的に（副）
pause,（話などの）間(ま)（名）
pay attention to A,Aに注意を払う（動）
remark,発言（名）
romantic,恋愛の…（形）
seem A,Aのように思える（動）
set off,（旅行などに）出発する（動）
sometime,そのうち（副）
sound,（眠りが）深く（副）
spare A,(時間)Aを割く、Aを分け与える（動）
stand A,Aに我慢する（動）
take her by the hand,彼女の手[腕]を取る（動）
tear,破く、破ける、引きはがす（動）
tear...up,Aを(ずたずたに)引き裂く（動）
think of doing,doingしようかと考える（動）
throw...away,捨てる（動）
trivial,些細な（形）
upstairs,上の階[二階]へ[に、で]（副）
How come ?,どうして？
Not much,別に(定)
Not really,(返答で)そうでもないよ(定)
Shut up,黙れ！、うるさい！(定)
What a pity,それは可哀そうに(定)
What's up?,どうだい調子は？(定)
a couple of days,２.３の日（２.３日）(形)
a great deal of A,たくさんのA(形)
adolescence,思春期（名）
advantage,利点、プラス面(名)
all along,最初からずっと(副)
all by myself,たった一人で(副)
arrogance,傲慢さ(名)
as...as ever,相変わらず… (副)
ask him out,彼をデートに誘う(動)
be afraid of A,Aを怖がる(動)
be crazy about Ken,Kenの熱狂的なファンである（動）
be in trouble,(相当)大変な[まずい]ことになている(動)
be seeing A,A(異性)と付き合っている(動)
be taken in by Jennifer,Jenniferにだまされる(動)
be there for you,あなたのそばにいる(動)
be upset,精神的に不安定である(動)
be used to A,Aに慣れている(動)
brave,勇敢な(形)
break up,(異性と)別れる(動)
congratulations,お祝いの言葉(名) おめでとう！(感)
deceive me,私をだます（動）
delight,(大きな)喜び(名)
depress A,A(人)を憂鬱にさせる（動）
depressed,憂鬱な（形）
even though～,実際に～だけれども(接)
feel down,気分が落ち込んでいる(動)
for ages,ずいぶんと長い間(副)
get married to Jennifer,Jenniferと結婚する(動)
get through A,(辛いこと)Aを乗り切る(動)
give her up,彼女をあきらめる(動)
go so far as to do,(なんと)doさえもする(動)
go with Jennifer,Jenniferと付き合う(動)
guy,男(名)
idiot,ばか(名)
if I were you.I'd do,私(があなたの立場)だったらdoするかな(定)
indecisive,決断力のない、優柔不断な(形)
it dawns on me that A,Aということに私が(だんだん)気づいてくる(動)
it is about time A,もうAしてもよい時間だ(構)
know better than to do,doしないくらいの分別はある(動)
leave me for B,私を見捨ててB(別の人)に行く(動)
look back on A,Aを振り返る、Aを回想する(動)
must have done,きっとdoneしたに違いない（助）
naive,うぶな(形)
no wonder ～,～ということも不思議ではない[当然だ](定)
not do...without A,doするときはいつもAをする(定)
on and off,したりやめたりを繰り返して(副)
on his own,一人で、自分(だけ)で(副)
opposite,反対のもの(名)
ordeal,厳しい試練(名)
pity,哀れみ、同情(名)
provoke her,彼女を挑発する、彼女をわざと怒らせる(動)
put up with A,Aに我慢する[耐える](動)
reflect,反射する(動)
reflect on A,Aをよく[深く]考える(動)
regret,後悔する(動)
regret doing,doingしたことを後悔する(動)
see him off,彼(人)を見送る(動)
see through her,彼女の正体を見抜く(動)
self-confident,自信がある(動)
serves you right,当然の報いだ(定)
settle down,身を固める(動)
should have done,doneするべきだった（助）
show up,(待っていた人が)姿を見せる(動)
sob,すすり泣く、すすり泣きながら言う（動）
sorrow,(深い)悲しみ(名)
take a risk,危険を冒す(動)
take advantage of you,あなたを悪用する、あなたを利用する(動)
take your time,慌てない(動)
take...back,撤回する(動)
to be honest,正直に言うと（副）
torture,拷問、耐え難い苦痛(名)
trouble,大変な状況、まずい状況(名)
trust her,彼女を信頼[信用]する(動)
waste A,Aを無駄にする、Aを浪費する(動)
wonder,不思議(名)
Buddhist,仏教徒(名)
Do you have the time?,時間わかりますか？、今何時ですか？(定)
I'll buy you dinner,dinnerをおごるよ(定)
I'm at a loss for words,あきれてものが言えないよ(定)
I'm so sorry,それはお気の毒に(定)
It's a quarter to eight,８時１５分前です(定)
Let's call it a day,今日はこの辺までにしておこう(定)
Let's see,え～っと(定)
Take jennifer for example,例えばjenniferを見てごらん(定)
That's too bad,それは大変だね(定)
all at once,突然(副)
arrangement,準備、もろもろの手配(名)
atmosphere,雰囲気(名)
attend A,A(会議など)に出席する(動)
be at a loss,どうしたら[どういったら]よいのか自分でもわからない(動)
be starved,おなかがペコペコだ(動)
besides A,Aに加えて(前)
break off,…(関係)が(突然)壊れる[破局する](動)
burst into A,突然Aの状態になる(動)
businessman,実業家(名)
by the way,ところで(副)
cherish A,(宝物のように)Aを大切にする(動)
childhood,少年[少女]時代(名)
cough,咳をする(動)
fade,徐々に消える(動)
feel for you,あなたの気持ちがわかる(動)
fly,ハエ(名)
for example,例えば(副)
funeral,儀式(名)
get engaged to A,Aと婚約する[している](動)
get over A,A(病気など)を克服する(動)
go easy on Bob,Bobにやさしく接する(動)
go thorough A,(嫌なこと)Aを経験する(動)
grief,(死別などによる)深い悲しみ(名)
interfere with,…の邪魔[妨害]をする(動)
make arrangements,段取りをつける(動)
marriage,結婚(名)
meditation,瞑想(名)
memory,思い出(名)
mosquito,蚊(名)
motive,動機(名)
not necessarily,(可能性として)必ずしも…ではない(副)
pass away,(人が)亡くなる(動)
period,期間、時期(名)
postpone A,Aの延期を決定する(動)
precious,貴重な、大切な(形)
priest,(キリスト教以外の)聖職者、僧侶(名)
pure,純粋な(形)
recently,最近、このごろ(副)
relative,親戚(の一人)(名)
ritual,(宗教的・伝統的な)儀式(名)
rough,粗い、(人生が)辛い(形)
sacred,神聖な(形)
sneeze,くしゃみをする(動)
speaking of jennifer,jenniferと言えば(定)
spoil A,Aを台無しにする(動)
starve,飢餓状態にある(動)
take place,(行事・会合などが)行われる(動)
these days,近頃は(副)
yawn,あくびをする(動)
you know,ほら、あれだよ(副)
